date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:27	44475/44475	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:25%20GMT	https://www.dangilroy.com/lawyer-website-design/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/lawyer-website-design/index.html	(from https://www.dangilroy.com/)
11:25:27	45806/45806	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2261f60ff7-b2ee%22	https://www.dangilroy.com/wp-content/uploads/2022/01/thompsonlawllc_765x430.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/01/thompsonlawllc_765x430.jpg	(from https://www.dangilroy.com/)
11:25:28	70001/70001	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:26%20GMT	https://www.dangilroy.com/mid-sized-law-firm-website-design/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/mid-sized-law-firm-website-design/index.html	(from https://www.dangilroy.com/)
11:25:28	70091/70091	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:26%20GMT	https://www.dangilroy.com/small-law-firm-website-design/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/small-law-firm-website-design/index.html	(from https://www.dangilroy.com/)
11:25:28	249329/249329	---M-Z	200	added ('OK')	image/jpeg	etag:W/%22621129bc-3cdf1%22	https://www.dangilroy.com/wp-content/uploads/2022/02/bmj_1920x1080-1.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/bmj_1920x1080-1.jpg	(from https://www.dangilroy.com/)
11:25:29	62192/62192	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:27%20GMT	https://www.dangilroy.com/website-design-for-mediators/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/website-design-for-mediators/index.html	(from https://www.dangilroy.com/)
11:25:29	57692/57692	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:27%20GMT	https://www.dangilroy.com/law-firm-landing-page-design/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/law-firm-landing-page-design/index.html	(from https://www.dangilroy.com/)
11:25:29	51047/51047	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:27%20GMT	https://www.dangilroy.com/lawyer-seo/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/lawyer-seo/index.html	(from https://www.dangilroy.com/)
11:25:29	40510/40510	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2262073897-9e3e%22	https://www.dangilroy.com/wp-content/uploads/2022/02/sbhlegal_765x430-2.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/sbhlegal_765x430-2.jpg	(from https://www.dangilroy.com/)
11:25:30	60848/60848	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:28%20GMT	https://www.dangilroy.com/law-firm-website-designer/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/law-firm-website-designer/index.html	(from https://www.dangilroy.com/)
11:25:30	63761/63761	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:28%20GMT	https://www.dangilroy.com/attorney-website-design-reviews/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/attorney-website-design-reviews/index.html	(from https://www.dangilroy.com/)
11:25:30	51618/51618	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:28%20GMT	https://www.dangilroy.com/blog/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/blog/index.html	(from https://www.dangilroy.com/)
11:25:30	57807/57807	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:28%20GMT	https://www.dangilroy.com/contact/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/contact/index.html	(from https://www.dangilroy.com/)
11:25:31	41713/41713	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:29%20GMT	https://www.dangilroy.com/portfolio/client/olson-brooksby/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/olson-brooksby/index.html	(from https://www.dangilroy.com/)
11:25:31	162127/162127	---M-Z	200	added ('OK')	image/jpeg	etag:W/%22626806e4-2794f%22	https://www.dangilroy.com/wp-content/uploads/2022/04/thenell_1920x1080-1.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/04/thenell_1920x1080-1.jpg	(from https://www.dangilroy.com/)
11:25:31	45614/45614	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:29%20GMT	https://www.dangilroy.com/portfolio/client/todd-rosen-law/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/todd-rosen-law/index.html	(from https://www.dangilroy.com/)
11:25:31	30278/30278	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226207336b-7646%22	https://www.dangilroy.com/wp-content/uploads/2022/02/zacharysmithmediation_765x430.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/zacharysmithmediation_765x430.jpg	(from https://www.dangilroy.com/)
11:25:31	45741/45741	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:29%20GMT	https://www.dangilroy.com/portfolio/client/keating-jones-hughes-p-c/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/keating-jones-hughes-p-c/index.html	(from https://www.dangilroy.com/)
11:25:32	45739/45739	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:30%20GMT	https://www.dangilroy.com/portfolio/client/grammata-law-firm/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/grammata-law-firm/index.html	(from https://www.dangilroy.com/)
11:25:32	45386/45386	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:30%20GMT	https://www.dangilroy.com/portfolio/client/thompson-law/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/thompson-law/index.html	(from https://www.dangilroy.com/)
11:25:32	36738/36738	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2261f60ff0-8f82%22	https://www.dangilroy.com/wp-content/uploads/2022/01/johnspellacy_765x430.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/01/johnspellacy_765x430.jpg	(from https://www.dangilroy.com/)
11:25:32	45092/45092	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:30%20GMT	https://www.dangilroy.com/portfolio/client/baker-manock-jensen/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/baker-manock-jensen/index.html	(from https://www.dangilroy.com/)
11:25:33	48967/48967	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:31%20GMT	https://www.dangilroy.com/portfolio/client/sbh-legal/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/sbh-legal/index.html	(from https://www.dangilroy.com/)
11:25:33	212871/212871	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2262214f13-33f87%22	https://www.dangilroy.com/wp-content/uploads/2022/03/beeman_1920x1080-1.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/03/beeman_1920x1080-1.jpg	(from https://www.dangilroy.com/)
11:25:33	42352/42352	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:31%20GMT	https://www.dangilroy.com/portfolio/client/thenell-law-group/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/thenell-law-group/index.html	(from https://www.dangilroy.com/)
11:25:34	46032/46032	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:32%20GMT	https://www.dangilroy.com/portfolio/client/zachary-smith-mediation/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/zachary-smith-mediation/index.html	(from https://www.dangilroy.com/)
11:25:34	84049/84049	---M-Z	200	added ('OK')	image/jpeg	etag:W/%22623beccf-14851%22	https://www.dangilroy.com/wp-content/uploads/2022/03/law-firm-marketing-tips-blue.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/03/law-firm-marketing-tips-blue.jpg	(from https://www.dangilroy.com/)
11:25:34	45714/45714	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:32%20GMT	https://www.dangilroy.com/portfolio/client/john-spellacy-law/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/portfolio/client/john-spellacy-law/index.html	(from https://www.dangilroy.com/)
11:25:35	45417/45417	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:33%20GMT	https://www.dangilroy.com/san-francisco-mediation-website-launched-for-the-hon-paul-l-beeman-ret/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/san-francisco-mediation-website-launched-for-the-hon-paul-l-beeman-ret/index.html	(from https://www.dangilroy.com/)
11:25:35	14700/14700	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2261f61016-396c%22	https://www.dangilroy.com/wp-content/uploads/2022/01/laurel-bw.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/01/laurel-bw.jpg	(from https://www.dangilroy.com/)
11:25:35	46230/46230	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:33%20GMT	https://www.dangilroy.com/five-tips-to-better-law-firm-web-design/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/five-tips-to-better-law-firm-web-design/index.html	(from https://www.dangilroy.com/)
11:25:35	10276/10276	---M--	200	added ('OK')	image/webp	etag:%2261f611a8-2824%22	https://www.dangilroy.com/wp-content/uploads/2022/01/laurel-bw.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/01/laurel-bw.jpg.webp	(from https://www.dangilroy.com/)
11:25:36	11350/11350	---M-Z	200	added ('OK')	image/jpeg	etag:W/%22624925a7-2c56%22	https://www.dangilroy.com/wp-content/uploads/2022/04/beeman2.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/04/beeman2.jpg	(from https://www.dangilroy.com/)
11:25:36	6856/6856	---M--	200	added ('OK')	image/webp	etag:%22624925ab-1ac8%22	https://www.dangilroy.com/wp-content/uploads/2022/04/beeman2.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/04/beeman2.jpg.webp	(from https://www.dangilroy.com/)
11:25:36	12905/12905	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226207ccb4-3269%22	https://www.dangilroy.com/wp-content/uploads/2022/02/kgabler.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/kgabler.jpg	(from https://www.dangilroy.com/)
11:25:37	12898/12898	---M--	200	added ('OK')	image/webp	etag:%226207ccbd-3262%22	https://www.dangilroy.com/wp-content/uploads/2022/02/kgabler.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/kgabler.jpg.webp	(from https://www.dangilroy.com/)
11:25:37	19578/19578	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2262492566-4c7a%22	https://www.dangilroy.com/wp-content/uploads/2022/04/jspellacy2jpg.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/04/jspellacy2jpg.jpg	(from https://www.dangilroy.com/)
11:25:37	13726/13726	---M--	200	added ('OK')	image/webp	etag:%226249256b-359e%22	https://www.dangilroy.com/wp-content/uploads/2022/04/jspellacy2jpg.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/04/jspellacy2jpg.jpg.webp	(from https://www.dangilroy.com/)
11:25:37	12498/12498	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226207c9d5-30d2%22	https://www.dangilroy.com/wp-content/uploads/2022/02/boag-bw-1.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/boag-bw-1.jpg	(from https://www.dangilroy.com/)
11:25:38	11846/11846	---M--	200	added ('OK')	image/webp	etag:%226207c9de-2e46%22	https://www.dangilroy.com/wp-content/uploads/2022/02/boag-bw-1.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/boag-bw-1.jpg.webp	(from https://www.dangilroy.com/)
11:25:38	11005/11005	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226207d3ff-2afd%22	https://www.dangilroy.com/wp-content/uploads/2022/02/ljaye.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/ljaye.jpg	(from https://www.dangilroy.com/)
11:25:38	9824/9824	---M--	200	added ('OK')	image/webp	etag:%226207d407-2660%22	https://www.dangilroy.com/wp-content/uploads/2022/02/ljaye.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/ljaye.jpg.webp	(from https://www.dangilroy.com/)
11:25:38	9842/9842	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226207d00b-2672%22	https://www.dangilroy.com/wp-content/uploads/2022/02/zsmith.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/zsmith.jpg	(from https://www.dangilroy.com/)
11:25:39	8148/8148	---M--	200	added ('OK')	image/webp	etag:%226207d014-1fd4%22	https://www.dangilroy.com/wp-content/uploads/2022/02/zsmith.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/02/zsmith.jpg.webp	(from https://www.dangilroy.com/)
11:25:39	6377/6377	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2261f611b7-18e9%22	https://www.dangilroy.com/wp-content/uploads/2022/01/rsmith-bw.jpg	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/01/rsmith-bw.jpg	(from https://www.dangilroy.com/)
11:25:39	6418/6418	---M--	200	added ('OK')	image/webp	etag:%2261f611bd-1912%22	https://www.dangilroy.com/wp-content/uploads/2022/01/rsmith-bw.jpg.webp	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/uploads/2022/01/rsmith-bw.jpg.webp	(from https://www.dangilroy.com/)
11:25:40	9585/9585	---M-Z	200	added ('OK')	image/png	etag:W/%2262477dc8-2571%22	https://www.dangilroy.com/wp-content/themes/dgd2021/images/logo/footer/dan-gilroy-design.png	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/themes/dgd2021/images/logo/footer/dan-gilroy-design.png	(from https://www.dangilroy.com/)
11:25:40	1327/1327	---MCZ	200	added ('OK')	application/javascript	etag:W/%22199776fda7b77a2a7cf0420fb190ca0e%22	https://cdn.userway.org/widget.js	C:/My%20Web%20Sites/ibst/cdn.userway.org/widget.js	(from https://www.dangilroy.com/)
11:25:40	42926/42926	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22622f11b3-a7ae%22	https://www.statcounter.com/counter/counter.js	C:/My%20Web%20Sites/ibst/www.statcounter.com/counter/counter.js	(from https://www.dangilroy.com/)
11:25:40	51896/51896	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:38%20GMT	https://www.dangilroy.com/privacy-policy/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/privacy-policy/index.html	(from https://www.dangilroy.com/)
11:25:41	233812/233812	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a0ad50-39154%22	https://www.dangilroy.com/wp-content/cache/autoptimize/js/autoptimize_03c1c4630bc08f6ba020167c9997fbeb.js	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/cache/autoptimize/js/autoptimize_03c1c4630bc08f6ba020167c9997fbeb.js	(from https://www.dangilroy.com/)
11:25:41	64571/64571	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Jul%202022%2004:25:39%20GMT	https://www.dangilroy.com/sitemap/	C:/My%20Web%20Sites/ibst/www.dangilroy.com/sitemap/index.html	(from https://www.dangilroy.com/)
11:25:41	723/723	---M-Z	200	added ('OK')	image/gif	etag:W/%2262a0aafb-2d3%22	https://www.dangilroy.com/wp-content/plugins/formidable/images/ajax_loader.gif	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/plugins/formidable/images/ajax_loader.gif	(from https://www.dangilroy.com/wp-content/cache/autoptimize/css/autoptimize_0e1b5559e852493a7712ddab072ae0c7.css)
11:25:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Jul%202022%2004:25:39%20GMT	http://www.dangilroy.com/wp-content/themes/dgd2021/assets-owl/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/themes/dgd2021/assets-owl/owlcarousel/assets/owl.video.play.32.delayed	(from https://www.dangilroy.com/wp-content/cache/autoptimize/css/autoptimize_0e1b5559e852493a7712ddab072ae0c7.css)
11:25:43	4976/4976	---M-Z	200	added ('OK')	image/png	etag:W/%2260b3c45f-1370%22	https://www.dangilroy.com/wp-content/themes/dgd2021/assets-owl/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-content/themes/dgd2021/assets-owl/owlcarousel/assets/owl.video.play.png	(from https://www.dangilroy.com/wp-content/cache/autoptimize/css/autoptimize_0e1b5559e852493a7712ddab072ae0c7.css)
11:25:44	8641/8641	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20Jul%202022%2004:25:42%20GMT	https://www.dangilroy.com/wp-json/wp/v2/pages/1144	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-json/wp/v2/pages/1144.json	(from https://www.dangilroy.com/request-a-quote/)
11:25:44	2561/2561	---M-Z	200	added ('OK')	application/json	date:Fri,%2001%20Jul%202022%2004:25:42%20GMT	https://www.dangilroy.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dangilroy.com%2Frequest-a-quote%2F	C:/My%20Web%20Sites/ibst/www.dangilroy.com/wp-json/oembed/1.0/embeda252.json	(from https://www.dangilroy.com/request-a-quote/)
11:25:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Jul%202022%2004:25:42%20GMT	https://www.dangilroy.com/?p=1144	C:/My%20Web%20Sites/ibst/www.dangilroy.com/index1723.html	(from https://www.dangilroy.com/request-a-quote/)
